,Method,Diff_Kd,Diff_Str,Diff_Td,Diff_Sub,Diff_Head,Diff_Body,Diff_Leg,Diff_Distance,Diff_Clinch,Diff_Ground,Diff_Ctrl,Fighter_1_W
1872,U-DEC,0,35,0,-2,2,-18,-19,-18,-4,-13,138,1
1873,U-DEC,0,7,-2,0,-6,0,-1,5,-1,-11,22,1
1874,U-DEC,0,-16,0,0,-10,-4,-2,2,-2,-16,-406,0
1875,S-DEC,0,-2,0,1,-1,-13,12,0,0,-2,-38,0
1876,U-DEC,0,-22,0,0,-30,10,-2,-13,-7,-2,11,0
1877,U-DEC,0,-6,0,0,10,-3,-1,8,-2,0,0,1
1878,U-DEC,0,-41,-1,0,36,6,-1,10,5,26,395,1
1879,U-DEC,0,-26,4,0,21,15,-10,13,12,1,-44,1
1880,U-DEC,0,-24,-3,0,-10,4,30,31,-10,3,183,1
1881,U-DEC,0,-37,-3,0,-22,-7,-8,-23,-5,-9,-371,0
1882,U-DEC,0,-55,-3,0,-19,-22,-14,-45,-9,-1,133,0
1883,U-DEC,0,-4,-3,0,-3,4,-5,1,-5,0,-131,0
1884,U-DEC,0,-24,0,0,6,7,11,24,0,0,7,1
1885,U-DEC,0,-16,1,0,-7,-4,-5,-10,-2,-4,-186,0
1886,U-DEC,0,-3,-8,0,-5,6,-4,4,1,-8,-396,0
1887,U-DEC,0,-38,-1,0,22,11,5,24,12,2,102,1
1888,U-DEC,0,-2,0,-1,-15,-3,16,11,-11,-2,-37,0
1889,M-DEC,0,21,2,0,-10,-10,-1,-2,-19,0,278,1
1890,S-DEC,0,-3,-3,0,-33,13,17,-5,1,1,39,0
1891,S-DEC,0,14,-6,0,13,1,0,14,3,-3,-458,0
1892,U-DEC,0,-23,1,0,-25,0,2,-12,-14,3,-3,0
1893,U-DEC,1,-40,0,0,17,9,14,41,1,-2,19,1
1894,U-DEC,0,-19,-1,0,12,-7,14,24,-1,-4,194,1
1895,S-DEC,-1,84,0,0,-14,-40,-30,-73,-13,2,32,1
1896,S-DEC,0,-7,0,0,-40,-9,42,-3,-4,0,-3,0
1897,S-DEC,0,16,1,-1,-10,14,12,9,-1,8,124,0
1898,U-DEC,0,20,-2,0,-5,-8,-7,-26,2,4,11,1
1899,U-DEC,0,2,-3,0,4,1,-3,-5,0,7,-76,0
1900,U-DEC,0,-35,-4,1,29,0,6,6,4,25,555,1
1901,S-DEC,0,14,-2,4,8,-2,8,20,0,-6,-292,0
1902,U-DEC,0,-50,1,0,-91,21,20,-45,-5,0,19,0
1903,U-DEC,0,-32,1,0,-19,-10,-3,-16,-6,-10,230,0
1904,S-DEC,0,-5,-3,0,-7,-6,8,0,-10,5,-82,0
1905,S-DEC,0,-2,-1,-2,-9,12,-1,-1,3,0,-120,1
1906,S-DEC,-1,-16,1,0,-21,6,-1,-2,0,-14,35,0
1907,U-DEC,0,-45,-1,-1,43,2,0,2,4,39,524,1
1908,U-DEC,0,-10,-1,0,28,1,-19,-3,4,9,78,1
1909,U-DEC,0,-9,-2,0,24,5,-20,-12,21,0,-7,1
1910,U-DEC,0,-48,0,0,52,-3,-1,32,10,6,194,1
1911,S-DEC,-1,34,0,0,-12,34,12,35,-1,0,-14,0
1912,U-DEC,0,-35,-2,1,16,2,17,14,2,19,420,1
1913,U-DEC,0,-21,-1,-1,-14,-1,-6,-8,0,-13,-140,0
1914,U-DEC,0,-85,-1,0,-59,-18,-8,-64,-21,0,-95,0
1915,U-DEC,0,0,-6,1,-3,2,1,-2,-2,4,815,1
1916,S-DEC,0,-9,1,-2,-8,24,-7,2,9,-2,0,1
1917,U-DEC,0,-5,-2,0,0,1,4,-2,-1,8,170,1
1918,U-DEC,0,-23,0,0,7,16,0,24,-1,0,-149,1
1919,U-DEC,0,-9,2,0,-13,-11,33,5,4,0,-141,1
1920,U-DEC,0,-24,0,0,-20,0,-4,3,-25,-2,356,0
1921,S-DEC,0,-1,-1,0,9,-10,2,-3,2,2,17,1
1922,S-DEC,0,-9,-2,1,4,-11,16,10,-1,0,183,1
1923,S-DEC,-1,9,-2,0,7,-3,5,10,-9,8,46,0
1924,S-DEC,0,6,1,0,-8,16,-2,-2,14,-6,70,0
1925,S-DEC,-1,-23,2,-1,25,-1,-1,14,2,7,-359,1
1926,U-DEC,0,7,0,0,-8,6,-5,1,-8,0,102,1
1927,S-DEC,0,-7,-1,0,-2,-7,2,-4,-5,2,227,0
1928,S-DEC,2,0,-4,0,7,4,-11,-4,7,-3,-101,1
1929,U-DEC,0,-27,-2,0,3,-3,27,26,2,-1,195,1
1930,S-DEC,0,-18,-2,0,1,-19,0,-1,-17,0,-76,0
1931,S-DEC,0,-22,-1,0,12,3,7,22,-1,1,-46,1
1932,U-DEC,0,-28,-5,0,-25,-6,3,0,2,-30,-660,0
1933,U-DEC,0,-11,2,0,-4,-8,1,-17,-4,10,101,0
1934,U-DEC,1,-11,-1,1,5,10,-4,-1,0,12,-431,1
1935,U-DEC,0,-15,-6,3,-14,-1,0,-8,5,-12,-794,0
1936,S-DEC,0,21,-1,0,17,0,4,21,0,0,88,0
1937,U-DEC,0,-117,1,0,25,33,59,112,10,-5,150,1
1938,U-DEC,0,-22,-1,0,-22,4,-4,-3,-8,-11,-233,0
1939,U-DEC,0,17,-3,0,17,5,-5,10,1,6,-384,0
1940,U-DEC,0,9,-6,0,4,-10,15,13,1,-5,-424,0
1941,U-DEC,0,14,-5,0,6,-19,-1,-20,-15,21,471,1
1942,U-DEC,0,-55,3,0,27,10,18,16,11,28,5,1
1943,U-DEC,-2,-52,0,0,-45,-9,2,-41,-5,-6,56,0
1944,U-DEC,0,-34,-6,0,-24,-5,-5,-20,-4,-10,-512,0
1945,U-DEC,-1,-43,3,0,-25,-14,-4,-22,-7,-14,172,0
1946,U-DEC,0,-40,0,0,10,23,7,21,19,0,-39,1
1947,U-DEC,0,-14,0,0,4,9,1,19,-5,0,130,1
1948,M-DEC,1,-35,-2,0,40,-6,1,-2,23,14,179,1
1949,U-DEC,0,-21,-1,0,6,6,9,19,1,1,-1,1
1950,U-DEC,0,-40,-1,0,31,7,2,-2,2,40,488,1
1951,S-DEC,0,-16,-2,1,-17,-6,7,-1,-2,-13,-103,0
1952,U-DEC,0,-17,-6,-2,16,2,-1,-7,-2,26,460,1
1953,S-DEC,1,-20,0,0,23,-12,9,-16,33,3,152,1
1954,U-DEC,0,-27,-1,0,28,0,-1,26,1,0,8,1
1955,U-DEC,0,-51,1,0,-49,-2,0,-52,1,0,218,0
1956,U-DEC,0,-17,0,0,10,5,2,14,3,0,-19,1
1957,U-DEC,0,-4,-2,-2,-5,0,1,4,1,-9,-94,0
1958,U-DEC,0,-33,-1,0,13,10,10,29,0,4,-331,1
1959,U-DEC,-1,0,-3,1,-21,12,9,15,4,-19,-102,0
1960,U-DEC,0,-86,4,0,54,37,-5,23,66,-3,30,1
1961,U-DEC,0,-15,0,0,6,9,0,16,-1,0,-4,1
1962,U-DEC,0,-23,0,0,24,6,-7,12,11,0,-172,1
1963,S-DEC,2,26,-2,0,-7,-10,-9,-33,8,-1,195,1
1964,U-DEC,0,-2,1,0,13,-10,-1,2,0,0,-1,1
1965,U-DEC,-1,-36,1,0,-35,-4,3,-11,-3,-22,95,0
1966,U-DEC,0,-30,-3,0,41,-5,-6,19,11,0,124,1
1967,U-DEC,0,-15,1,0,6,1,8,18,3,-6,-27,1
1968,U-DEC,0,-64,-3,1,-59,-2,-3,-5,-2,-57,-617,0
1969,S-DEC,0,-2,-1,0,-7,7,2,18,-11,-5,66,1
1970,S-DEC,1,32,0,-1,35,1,-4,15,3,14,-81,0
1971,S-DEC,0,9,1,0,-14,5,0,-9,0,0,-39,1
1972,U-DEC,0,-39,-1,0,49,1,-11,19,5,15,79,1
1973,U-DEC,0,20,-6,1,-22,1,1,0,0,-20,671,1
1974,U-DEC,-1,-14,-1,0,-17,5,-2,-11,0,-3,-398,0
1975,S-DEC,0,-3,1,0,-9,9,3,14,-3,-8,-187,1
1976,U-DEC,0,-22,0,0,17,-3,8,8,3,11,-146,1
1977,S-DEC,0,9,0,0,-20,37,-8,8,1,0,0,0
1978,U-DEC,0,7,1,-1,-4,-3,0,-6,-7,6,-379,1
1979,U-DEC,0,-19,-3,-2,16,3,0,-2,0,21,820,1
1980,U-DEC,0,-5,-2,-2,34,-15,-14,11,-6,0,156,1
1981,S-DEC,0,-25,2,-1,19,10,-4,-2,23,4,46,1
1982,U-DEC,0,-13,3,1,15,-4,2,2,-5,16,44,1
1983,U-DEC,0,-34,1,0,0,19,15,44,-10,0,-284,1
1984,U-DEC,0,-41,-4,0,60,5,-24,38,2,1,109,1
1985,U-DEC,0,-27,1,0,21,8,-2,18,8,1,-195,1
1986,U-DEC,0,-19,-3,0,-4,-14,-1,-11,-11,3,125,0
1987,U-DEC,-1,-2,-1,-2,0,13,-11,-12,-6,20,362,1
1988,S-DEC,0,-10,-2,0,-1,3,8,9,1,0,-10,1
1989,S-DEC,1,-7,2,0,4,-23,12,1,-1,-7,379,0
1990,U-DEC,0,-9,0,0,-13,4,0,-3,-6,0,-70,0
1991,S-DEC,0,9,6,-2,11,1,-3,6,5,-2,315,0
1992,U-DEC,0,-13,0,2,-16,4,-1,-7,7,-13,-202,0
1993,S-DEC,0,-36,1,0,24,-3,15,35,-1,2,-23,1
1994,U-DEC,0,-10,-5,-1,-9,4,-5,-1,-1,-8,-650,0
1995,U-DEC,-1,-33,-3,0,8,12,13,16,12,5,647,1
1996,U-DEC,-1,-12,0,0,18,-6,0,3,-1,10,403,1
1997,U-DEC,0,-1,-1,-1,-1,5,-3,6,-1,-4,400,1
1998,U-DEC,0,-8,3,1,-4,4,8,4,0,4,219,1
1999,U-DEC,-1,-50,1,-2,-34,-3,-13,-31,-1,-18,47,0
2000,U-DEC,0,-39,-1,0,22,10,7,39,0,0,50,1
2001,U-DEC,-1,-6,-4,-2,-2,-1,-3,-5,2,-3,-197,0
2002,U-DEC,0,-22,-1,0,8,7,7,14,1,7,159,1
2003,U-DEC,0,6,-1,-3,0,-2,-4,-13,1,6,416,1
2004,U-DEC,0,-32,-3,1,20,9,3,2,-3,33,508,1
2005,S-DEC,0,0,-4,-2,2,-8,6,-2,2,0,37,1
2006,U-DEC,-1,-32,-3,-2,-50,8,10,2,-12,-22,-311,0
2007,U-DEC,0,-21,-1,0,15,-4,10,8,-1,14,218,1
2008,U-DEC,0,1,-7,1,9,-9,-1,-4,4,-1,329,1
2009,U-DEC,1,-2,-2,0,0,-2,0,-2,2,-2,-17,0
2010,U-DEC,0,-26,-1,1,-31,4,1,-2,3,-27,-711,0
2011,U-DEC,0,-41,3,-3,17,17,7,11,9,21,38,1
2012,U-DEC,0,-5,-5,0,-8,2,1,1,-1,-5,-353,0
2013,S-DEC,0,-3,0,1,-24,15,6,-7,5,-1,-50,0
2014,U-DEC,-1,-29,-3,0,35,-7,1,22,1,6,53,1
2015,U-DEC,1,-2,-6,-2,7,-10,1,-1,-2,1,-690,0
2016,U-DEC,0,11,-5,1,-7,0,18,13,-2,0,-355,0
2017,S-DEC,0,20,-1,-1,-12,-2,-6,-7,-6,-7,-144,1
2018,U-DEC,0,12,-5,-2,-9,-3,0,1,-4,-9,473,1
2019,U-DEC,0,-7,-1,0,5,2,0,14,-2,-5,-55,1
2020,U-DEC,-1,7,-5,0,-13,20,0,13,-3,-3,-311,0
2021,U-DEC,0,0,-4,1,-5,-2,7,3,2,-5,-509,0
2022,U-DEC,0,-28,-1,0,20,3,5,26,2,0,6,1
2023,M-DEC,0,-51,3,0,-44,-4,-3,-11,-22,-18,88,0
2024,S-DEC,0,6,-3,0,17,-4,-7,7,-1,0,-227,0
2025,S-DEC,0,-17,4,-2,3,7,7,16,4,-3,-492,1
2026,U-DEC,0,-14,-1,0,0,12,2,9,6,-1,274,1
2027,U-DEC,0,-6,-4,0,-15,-4,13,-2,-4,0,-254,0
2028,U-DEC,0,4,-4,0,7,7,-10,-1,5,0,-382,0
2029,U-DEC,0,-26,6,-1,-4,25,5,25,-2,3,-230,1
2030,U-DEC,0,-4,-4,0,-2,-1,7,4,-2,2,217,1
2031,S-DEC,0,-20,3,0,2,-13,-9,-23,3,0,172,0
2032,U-DEC,0,-11,0,0,-4,-4,19,-12,23,0,373,1
2033,U-DEC,0,-41,4,0,9,16,16,38,0,3,-330,1
2034,U-DEC,-1,7,-4,0,7,-6,-8,2,-11,2,-202,1
2035,S-DEC,0,16,-6,0,23,1,-8,17,-1,0,-218,0
2036,U-DEC,0,-28,-3,0,13,4,11,9,7,12,558,1
2037,U-DEC,0,-21,-4,0,21,-9,9,5,-2,18,509,1
2038,U-DEC,0,6,-2,0,-1,2,-7,-12,6,0,29,1
2039,S-DEC,0,-2,0,0,0,9,-11,10,-12,0,-123,0
2040,U-DEC,0,-10,-2,2,-13,4,-1,1,-2,-9,-641,0
2041,U-DEC,0,-29,0,0,14,16,-1,34,-4,-1,-56,1
2042,U-DEC,0,-35,-5,0,6,4,25,16,17,2,223,1
2043,U-DEC,0,-47,-4,0,35,7,5,13,0,34,652,1
2044,U-DEC,0,7,-8,0,3,-10,0,-2,-15,10,470,1
2045,S-DEC,0,17,-4,1,-8,1,-10,2,-9,-10,-14,1
2046,S-DEC,0,5,-7,0,-6,3,8,10,0,-5,-321,0
2047,U-DEC,0,0,-2,-1,-4,2,2,5,-3,-2,-234,0
2048,S-DEC,0,43,-1,0,17,5,21,14,22,7,59,0
2049,S-DEC,1,-8,2,2,-6,0,14,4,-3,7,-55,1
2050,U-DEC,0,17,-5,0,19,0,-2,7,14,-4,-157,0
2051,U-DEC,0,-32,1,0,22,2,8,12,20,0,-101,1
2052,U-DEC,1,-28,2,0,20,0,8,29,0,-1,-52,1
2053,U-DEC,0,0,-1,-1,-4,3,1,-1,-3,4,122,1
2054,U-DEC,0,10,1,0,16,0,-26,6,-16,0,-24,1
2055,U-DEC,0,-19,-6,1,22,2,-5,-2,2,19,602,1
2056,U-DEC,0,8,-1,-1,9,7,-8,2,1,5,323,0
2057,U-DEC,0,9,0,0,0,-7,-2,2,-9,-2,-82,1
2058,U-DEC,0,-39,-2,1,-33,0,-6,0,-4,-35,-470,0
2059,U-DEC,0,-16,-2,2,-13,-6,3,-4,-5,-7,-703,0
2060,S-DEC,0,-7,0,0,-1,-5,-1,2,-4,-5,52,0
2061,U-DEC,0,-13,0,0,9,4,0,5,2,6,-411,1
2062,U-DEC,0,-28,-10,2,10,19,-1,2,26,0,493,1
2063,U-DEC,0,-4,-2,0,7,3,-6,4,0,0,235,1
2064,U-DEC,0,-3,-1,-2,4,2,-9,-1,0,-2,-448,0
2065,U-DEC,0,-47,-2,0,-13,-34,0,0,-17,-30,-656,0
2066,U-DEC,0,-43,-1,-1,35,13,-5,21,17,5,-104,1
2067,S-DEC,0,28,0,0,44,-1,-15,23,0,5,18,0
2068,U-DEC,0,6,-4,0,12,-5,-13,-11,-6,11,165,1
2069,U-DEC,0,-3,-6,-1,-9,6,6,-14,7,10,671,1
2070,U-DEC,0,8,0,0,13,6,-27,12,-16,-4,-353,1
2071,U-DEC,-1,-10,0,0,-5,-6,1,3,-5,-8,1,0
2072,U-DEC,0,-27,2,0,19,14,-6,27,4,-4,-515,1
2073,U-DEC,0,-11,-5,-2,24,-2,-11,-12,0,23,732,1
2074,U-DEC,0,-5,-3,0,12,-1,-6,-9,2,12,557,1
2075,U-DEC,1,-50,-5,0,30,3,17,27,6,17,357,1
2076,U-DEC,0,-36,-9,0,-6,-16,-14,-5,-10,-21,-830,0
2077,U-DEC,0,-13,-9,0,11,-2,4,8,-8,13,645,1
2078,U-DEC,1,-39,0,0,0,-20,-19,-45,7,-1,34,0
2079,U-DEC,0,-28,-6,-1,-17,-11,0,-2,-7,-19,-527,0
2080,S-DEC,0,-4,0,0,7,-19,8,3,-8,1,12,0
2081,S-DEC,0,0,0,0,-2,-2,4,4,-4,0,78,0
2082,S-DEC,0,-4,1,0,10,1,-7,-2,4,2,-97,1
2083,U-DEC,0,-7,-1,0,-12,12,-7,-5,0,-2,-61,0
2084,S-DEC,0,6,-3,0,4,5,-3,5,1,0,-111,0
2085,U-DEC,0,-13,-1,0,2,1,-16,16,-8,-21,-358,0
2086,U-DEC,0,-6,1,0,0,4,2,4,2,0,-54,1
2087,U-DEC,-1,-9,0,0,-7,1,15,9,-3,3,61,1
2088,U-DEC,0,-3,-3,-1,-8,6,5,5,-1,-1,285,1
2089,U-DEC,0,-26,-1,0,28,5,-7,20,2,4,123,1
2090,U-DEC,0,-11,1,0,10,1,0,11,0,0,-2,1
2091,U-DEC,0,-29,-1,-3,-16,-14,1,-3,-12,-14,-90,0
2092,U-DEC,-1,-70,1,0,61,8,1,26,15,29,144,1
2093,U-DEC,0,22,-5,0,-17,-5,0,-12,-5,-5,524,1
2094,S-DEC,0,5,0,0,1,-1,-5,-5,0,0,-16,1
2095,M-DEC,1,11,1,-2,-11,-2,2,-4,-6,-1,61,1
2096,U-DEC,0,2,1,-3,-6,6,2,-5,-2,9,164,0
2097,U-DEC,0,-38,-8,0,30,5,3,37,0,1,210,1
2098,S-DEC,0,-6,0,0,0,-4,-2,-7,1,0,97,0
2099,S-DEC,0,9,-1,0,-8,11,6,5,5,-1,44,0
2100,U-DEC,0,-22,0,0,-46,22,2,-19,-3,0,69,0
2101,U-DEC,0,-32,-2,0,32,0,0,3,0,29,833,1
2102,U-DEC,0,-18,-4,0,14,1,3,-2,-2,22,547,1
2103,U-DEC,0,-17,1,-4,24,-8,1,12,4,1,-236,1
2104,U-DEC,0,29,-1,0,6,0,-35,-31,2,0,32,1
2105,S-DEC,0,5,-2,0,1,5,-1,5,0,0,-52,0
2106,U-DEC,1,3,-4,0,-21,-8,26,-7,6,-2,262,1
2107,U-DEC,0,-19,-4,0,-11,0,-8,-5,-6,-8,-314,0
2108,U-DEC,0,-20,-3,-2,17,-4,7,6,1,13,581,1
2109,S-DEC,-1,-3,-2,-1,-6,-1,4,6,2,-11,-143,0
2110,U-DEC,0,-34,-2,0,3,23,8,16,18,0,316,1
2111,U-DEC,0,-22,0,-2,1,2,19,14,1,7,100,1
2112,U-DEC,0,-20,-1,0,17,1,2,16,4,0,-58,1
2113,U-DEC,0,-21,-1,2,24,8,-11,22,-1,0,118,1
2114,U-DEC,0,-105,-1,0,88,14,3,101,4,0,34,1
2115,U-DEC,0,-31,0,3,29,7,-5,13,2,16,105,1
2116,U-DEC,0,-57,0,0,-57,-7,7,-50,-7,0,-2,0
2117,U-DEC,0,-50,-3,1,-50,0,0,5,1,-56,-637,0
2118,U-DEC,0,7,-4,1,4,5,-2,0,11,-4,-310,0
2119,S-DEC,0,-7,0,0,-1,0,-6,-9,0,2,-31,0
2120,U-DEC,-1,-34,0,0,1,37,-4,41,-11,4,-101,1
2121,U-DEC,0,-64,-2,0,34,4,26,25,0,39,468,1
2122,S-DEC,-1,-11,7,1,-2,-9,0,-9,-4,2,459,0
2123,U-DEC,0,-2,-4,0,15,-5,-8,-8,3,7,452,1
2124,U-DEC,-1,-47,0,0,27,16,4,26,18,3,20,1
2125,U-DEC,0,5,-2,-3,9,-4,0,5,-9,9,57,0
2126,S-DEC,0,16,-3,0,-20,6,-2,-23,5,2,265,1
2127,U-DEC,0,13,-1,-1,12,-9,10,14,4,-5,-410,0
2128,U-DEC,0,-51,-2,0,19,10,22,20,22,9,298,1
2129,U-DEC,-1,-59,-1,0,50,18,-9,57,2,0,34,1
2130,U-DEC,-1,-66,2,0,-53,-20,7,-6,-53,-7,75,0
2131,S-DEC,0,-5,5,1,-5,-39,39,43,-23,-25,558,0
2132,U-DEC,0,-17,-7,1,19,4,-6,-2,16,3,528,1
2133,U-DEC,1,-42,2,-2,47,-5,0,28,7,7,-165,1
2134,U-DEC,-1,-2,-2,-1,1,9,-12,-6,8,-4,-72,0
2135,U-DEC,0,-4,0,0,2,0,-6,-2,0,-2,2,0
2136,S-DEC,0,-18,1,0,-33,0,15,-20,-1,3,171,0
2137,U-DEC,0,12,0,0,-2,-5,-5,-1,-12,1,-31,1
2138,U-DEC,-1,-43,-1,0,17,14,12,38,5,0,77,1
2139,S-DEC,-1,-14,0,-2,-17,-1,4,-5,-1,-8,-212,0
2140,U-DEC,2,-15,0,0,21,-1,-5,18,-1,-2,-45,1
2141,U-DEC,0,-1,-2,-5,7,-2,-4,4,1,-4,99,1
2142,U-DEC,0,0,2,1,-9,-6,15,10,-1,-9,-182,1
2143,U-DEC,0,-6,0,2,2,-1,5,3,4,-1,-12,1
2144,U-DEC,0,32,-1,-1,-14,-8,-10,-40,-4,12,205,1
2145,S-DEC,0,-1,-3,-1,-7,1,7,-6,-3,10,331,1
2146,U-DEC,0,-47,-6,-4,54,-3,-4,3,-6,50,581,1
2147,U-DEC,0,2,-1,2,0,-8,6,-5,1,2,238,1
2148,U-DEC,0,2,0,0,3,-6,1,-2,0,0,214,1
2149,U-DEC,0,-53,2,0,16,24,13,38,15,0,-130,1
2150,U-DEC,-1,-25,1,0,30,7,-12,16,-1,10,-62,1
2151,U-DEC,0,-40,-9,0,-33,-7,0,-9,0,-31,-468,0
2152,S-DEC,0,-21,-1,1,9,11,1,2,18,1,457,1
2153,U-DEC,0,-13,-2,0,4,-17,0,-4,-12,3,-78,0
2154,U-DEC,0,-36,0,0,13,5,18,22,13,1,-18,1
2155,U-DEC,0,-18,-4,0,12,0,6,18,0,0,410,1
2156,U-DEC,0,-27,1,0,8,17,2,12,9,6,243,1
2157,S-DEC,0,-23,0,0,27,5,-9,21,2,0,106,1
2158,U-DEC,0,-2,-6,0,18,-4,-12,-9,0,11,176,1
2159,S-DEC,1,-22,5,0,-23,-1,2,2,-11,-13,218,0
2160,U-DEC,0,-24,1,-1,-17,-10,3,8,-14,-18,14,0
2161,S-DEC,-1,-115,0,0,-42,-46,-27,-88,-20,-7,-15,0
2162,U-DEC,1,19,-3,0,-6,-7,-6,-6,-13,0,437,1
2163,U-DEC,0,-26,0,0,17,4,5,10,16,0,401,1
2164,U-DEC,0,-11,-1,0,7,2,2,9,0,2,476,1
2165,S-DEC,0,-17,-1,0,-14,8,23,13,4,0,142,1
2166,U-DEC,0,-59,-1,0,-24,-27,-8,-12,-43,-4,53,0
2167,U-DEC,-1,-40,0,0,-2,18,24,31,3,6,80,1
2168,U-DEC,-1,-11,-2,0,-2,15,-2,-3,12,2,78,1
2169,U-DEC,-1,-11,0,0,-37,-1,27,-11,4,-4,68,0
2170,S-DEC,0,-7,1,0,-2,1,-6,-6,3,-4,49,0
2171,U-DEC,0,-44,-4,2,-40,-11,7,-4,-12,-28,-518,0
2172,U-DEC,0,-15,-2,0,27,2,-14,-5,-6,26,463,1
2173,U-DEC,0,-39,2,0,26,12,1,21,16,2,-73,1
2174,S-DEC,2,23,-1,0,-15,4,-12,-21,0,-2,167,1
2175,U-DEC,0,-8,-2,-2,-15,5,2,0,-7,-1,-416,0
2176,S-DEC,0,1,3,-2,5,-1,-3,-7,0,8,20,0
2177,U-DEC,0,-33,-3,0,53,-15,-5,43,-11,1,50,1
2178,S-DEC,0,22,-5,0,11,-24,-9,-3,-19,0,241,1
2179,U-DEC,1,7,-2,0,-4,1,-4,-17,-3,13,366,1
2180,U-DEC,0,-13,4,0,-2,15,0,17,2,-6,-388,1
2181,U-DEC,0,-10,4,1,1,5,4,4,2,4,-171,1
2182,U-DEC,-1,-27,-1,0,-21,-4,-2,-15,0,-12,-137,0
2183,S-DEC,0,31,-2,0,-33,6,-4,-27,-4,0,-1,1
2184,U-DEC,0,-4,-3,-1,21,0,-17,-22,6,20,216,1
2185,U-DEC,0,11,-4,-7,7,2,2,7,3,1,-419,0
2186,S-DEC,0,0,2,0,-13,3,10,1,0,-1,-562,1
2187,U-DEC,0,8,-4,-1,-3,11,0,11,3,-6,-642,0
2188,U-DEC,-1,14,4,0,-13,0,-1,-11,-3,0,-35,1
2189,U-DEC,0,-34,0,0,14,5,15,12,17,5,-131,1
2190,U-DEC,0,-25,-6,0,-28,4,-1,8,-4,-29,-775,0
2191,U-DEC,1,-2,-9,-1,-3,-2,7,3,2,-3,379,1
2192,U-DEC,0,-4,-2,-1,0,2,2,-3,3,4,287,1
2193,U-DEC,0,-10,-1,-1,9,8,-7,7,3,0,92,1
2194,U-DEC,0,-6,0,1,11,3,-8,-13,8,11,38,1
2195,S-DEC,0,9,-3,0,20,-2,-9,7,0,2,-232,0
2196,S-DEC,0,14,-2,0,12,-2,4,5,-4,13,298,0
2197,U-DEC,0,0,-7,-1,1,-3,2,-7,-2,9,503,1
2198,U-DEC,0,14,-1,0,-13,1,-2,-6,2,-10,35,1
2199,S-DEC,0,10,-5,0,-18,5,3,6,1,-17,622,1
2200,U-DEC,0,-3,0,0,-37,-2,42,39,-34,-2,63,1
2201,U-DEC,0,-42,-5,0,-18,0,-24,-2,-38,-2,-329,0
2202,U-DEC,0,2,0,0,19,-13,-8,-1,-6,5,167,1
2203,S-DEC,0,-14,0,0,7,-18,-3,-16,-1,3,-33,0
2204,U-DEC,1,-32,0,-1,-29,-4,1,-6,-8,-18,-426,0
2205,U-DEC,0,-51,-10,0,-59,-1,9,-3,-4,-44,-558,0
2206,U-DEC,0,-24,-1,0,-9,-17,2,-24,0,0,-31,0
2207,U-DEC,0,-32,2,0,-11,8,-29,-12,-23,3,-195,0
2208,U-DEC,0,-3,-2,0,1,-6,2,-3,-2,2,-42,0
2209,U-DEC,0,-28,1,0,-16,-18,6,-21,-9,2,361,0
2210,U-DEC,0,9,-4,-2,11,1,-3,10,1,-2,22,0
2211,U-DEC,0,-34,-3,0,-18,-13,-3,-22,-7,-5,-70,0
2212,U-DEC,-1,-20,0,0,7,3,10,5,1,14,63,1
2213,U-DEC,0,-16,-1,-2,-4,-2,-10,-1,1,-16,-166,0
2214,U-DEC,0,10,-4,0,11,-20,-1,-7,-11,8,139,1
2215,U-DEC,0,-41,-5,-2,28,8,5,15,1,25,435,1
2216,S-DEC,0,-15,3,3,-3,-15,3,1,-2,-14,-160,0
2217,S-DEC,0,-1,-3,1,-6,-7,12,9,-4,-6,-387,0
2218,U-DEC,0,13,-5,-1,-9,-1,-3,-13,-5,5,600,1
2219,U-DEC,0,-3,2,0,7,-4,0,3,4,-4,-499,1
2220,U-DEC,0,-7,-5,0,8,-8,7,0,1,6,259,1
2221,U-DEC,0,2,-1,-1,14,0,-16,4,-4,-2,-54,1
2222,S-DEC,0,3,-1,0,-6,-6,15,10,-2,-5,-247,0
2223,U-DEC,0,-48,-2,-2,32,-2,18,10,4,34,478,1
2224,S-DEC,0,17,-4,1,12,5,0,16,-7,8,-543,0
2225,U-DEC,0,-17,-1,0,20,-1,-2,18,-1,0,1,1
2226,U-DEC,0,-22,2,0,16,1,5,20,2,0,-179,1
2227,U-DEC,0,-31,2,0,19,9,3,21,8,2,-179,1
2228,U-DEC,1,-4,-2,0,-6,9,1,3,1,0,293,1
2229,U-DEC,0,-2,0,-1,-7,0,9,-10,12,0,115,1
2230,S-DEC,0,-24,2,0,12,11,1,31,-1,-6,-325,1
2231,S-DEC,1,13,-3,-2,-14,0,1,-5,3,-11,86,1
2232,S-DEC,0,-36,-3,0,-3,10,29,30,6,0,178,1
2233,U-DEC,0,-32,-1,0,-8,-8,-16,0,-21,-11,-653,0
2234,U-DEC,0,-19,-1,0,21,6,-8,18,0,1,105,1
2235,U-DEC,0,9,-3,-2,-3,5,-11,-17,6,2,374,1
2236,S-DEC,1,16,0,2,-15,6,-7,-18,2,0,-245,1
2237,U-DEC,0,-97,2,0,42,17,38,48,48,1,-405,1
2238,U-DEC,0,-23,-1,0,19,10,-6,28,-7,2,101,1
2239,U-DEC,0,-43,-7,0,12,16,15,10,7,26,469,1
2240,S-DEC,0,18,1,0,-17,-4,3,-4,-2,-12,-2,1
